latitude,longitude,length_of_encounter_seconds
40.352941,-78.176127,3
40.3708333,-80.235,60
35.9605556,-83.9208333,45
41.0988889,-81.2427778,600
36.3436111,-83.8041667,3600
29.8944444,-81.3147222,180
36.5816667,-86.5163889,1200
32.7252778,-97.3205556,60
35.2783333,-93.1336111,780
34.1283333,-117.2077778,300
38.5130556,-90.4358333,900
33.6694444,-117.8222222,1245
38.1302778,-121.2713889,10800
38.2541667,-85.7594444,600
38.2541667,-85.7594444,1800
42.3761111,-85.455,14400
38.7838889,-90.4811111,14400
36.3125,-95.6158333,10
46.553733,-120.383162,7200
29.0255556,-80.9272222,240
39.8208333,-84.0194444,360
38.5969444,-90.5091667,2
45.6388889,-122.6602778,180
34.7302778,-86.5861111,7200
35.0844444,-106.6505556,300
39.2902778,-76.6125,60
36.6688889,-89.9686111,180
35.7397222,-86.1655556,600
36.6436111,-93.2183333,300
41.5736111,-75.5022222,10800
47.9791667,-122.2008333,240
45.0861111,-93.2630556,120
46.2944444,-93.8266667,600
38.0608333,-97.9294444,300
33.6694444,-117.8222222,120
36.4202778,-81.4736111,300
41.4905556,-78.6752778,120
44.6497222,-93.2425,600
43.2680556,-82.5308333,3600
41.88,-88.0077778,3600
37.1288889,-84.0833333,1800
36.2597222,-86.6477778,600
41.2586111,-95.9375,900
41.1544444,-96.0419444,600
36.6991667,-93.1597222,720
44.8108333,-73.0836111,120
39.9536111,-74.1983333,180
39.4577778,-76.3555556,120
41.5758333,-87.1761111,60
38.0608333,-97.9294444,480
44.6397222,-73.1108333,180
38.8105556,-90.6997222,480
38.907231,-77.036464,1
37.5455556,-97.2686111,10800
35.5005556,-94.0513889,360
41.1144444,-83.1780556,60
41.3033333,-75.7869444,30
38.8105556,-90.6997222,60
40.7519444,-80.3194444,300
41.6986111,-88.0683333,600
39.0283333,-84.2177778,60
42.0883333,-87.9805556,600
41.4994444,-81.6955556,900
38.9988889,-84.6266667,3600
41.92,-84.6305556,10
32.8544444,-79.975,120
28.5380556,-81.3794444,240
41.6269444,-88.2038889,180
28.2713889,-82.7197222,240
33.6408333,-117.6022222,2100
37.7991667,-88.2611111,60
35.2505556,-91.7361111,300
42.1013889,-72.5902778,300
44.314844,-85.602364,600
39.7475,-75.3108333,120
39.0483333,-95.6777778,120
42.5063889,-71.0733333,600
40.6936111,-89.5888889,120
47.5675,-121.8875,300
41.3947222,-73.4544444,25
41.3977778,-79.8316667,5
33.7205556,-116.2147222,180
37.6922222,-97.3372222,300
40.4258333,-74.0872222,10
41.85,-87.65,120
47.5002778,-111.3,120
46.8838889,-102.3152778,180
38.9591667,-85.8902778,120
38.8275,-91.02,120
41.3205556,-73.0894444,180
47.6063889,-122.3308333,1800
41.7713889,-93.7127778,300
39.3,-85.2222222,1200
38.52,-89.9838889,600
47.7625,-122.2041667,60
36.297844,-91.515973,900
41.341859,-97.446437,3600
42.8408333,-85.6636111,60
39.2052778,-84.3947222,3000
41.4558333,-96.0261111,1800
39.0516667,-84.5341667,300
35.2619444,-81.1875,30
38.2097222,-84.5588889,20
37.9175,-76.4725,60
39.7683333,-86.1580556,900
47.7988889,-122.4969444,120
48.0152778,-122.0625,30
47.1719444,-122.5172222,3600
47.1719444,-122.5172222,1800
32.7375,-101.9505556,3600
41.4527778,-82.1825,1320
47.8211111,-122.3138889,80
40.7744444,-97.0502778,1800
41.8338889,-75.8775,1200
41.4619444,-96.7794444,120
42.3111111,-71.9286111,30
36.4194444,-82.3041667,180
38.7316667,-82.9977778,180
38.6911111,-121.4475,180
36.5708333,-119.6111111,15
42.670782,-83.032993,1200
42.1013889,-72.5902778,30
27.9472222,-82.4586111,900
45.6388889,-122.6602778,1800
45.6388889,-122.6602778,1800
40.707324,-73.675963,300
41.5580556,-73.0519444,300
41.605327,-81.453449,1800
44.9444444,-93.0930556,240
32.7833333,-96.8,1800
41.4297222,-97.3680556,1200
45.4444444,-99.0288889,180
41.6661111,-81.3397222,300
33.3805556,-84.7997222,20
41.7713889,-93.7127778,600
41.7747222,-78.0208333,180
42.3211111,-85.1797222,3600
41.3647222,-96.1575,300
41.693154,-87.712335,120
42.586888,-82.919551,2700
39.5147222,-86.7938889,300
47.8108333,-122.3761111,240
42.1291667,-80.0852778,120
42.4391667,-123.3272222,1800
45.4444444,-99.0288889,1800
40.6994444,-99.0811111,2100
48.0152778,-122.0625,60
44.6497222,-93.2425,60
40.8,-96.6666667,300
39.9241667,-83.8088889,120
47.8627778,-121.8152778,1800
46.2630556,-95.5366667,240
40.1719444,-84.9813889,120
40.3616667,-76.1844444,120
47.5675,-122.6313889,600
44.634917,-93.278482,300
41.1238889,-100.765,30
45.033333,-78.516667,180
33.6602778,-117.9983333,15
42.9316667,-76.5663889,10
42.9316667,-76.5663889,10
29.9744444,-92.1341667,60
40.0161111,-81.0727778,360
47.7625,-122.2041667,30
39.9347222,-75.0311111,240
45.12,-93.2875,300
36.0769444,-87.3877778,30
43.021628,-78.96573,3
32.9747222,-97.3475,180
40.7061111,-73.6191667,600
32.3122222,-106.7777778,360
40.0483333,-86.4691667,600
42.6333333,-71.3166667,15
48.0519444,-122.1758333,240
40.7452778,-86.7647222,420
48.4111111,-119.5263889,180
39.7475,-122.1952778,3600
45.5236111,-122.675,300
42.0255556,-88.1783333,10
42.0255556,-88.1783333,600
47.3475,-124.2919444,300
41.251193,-75.907419,14400
44.9061111,-66.9905556,120
41.184794,-77.313862,2400
34.0752778,-84.2941667,120
41.8038889,-73.5591667,60
36.0525,-95.7905556,180
40.5794444,-75.3411111,120
42.8125,-86.0186111,90
42.6011111,-76.1808333,300
41.9583333,-70.6677778,300
41.8238889,-71.4133333,60
29.2363889,-89.9872222,6
47.8211111,-122.3138889,60
45.6388889,-122.6602778,60
35.2427778,-81.0375,120
38.907231,-77.036464,120
38.907231,-77.036464,1.5
44.9444444,-93.0930556,300
44.9444444,-93.0930556,300
36.1866667,-94.1286111,60
45.4872222,-122.8025,120
41.4994444,-81.6955556,120
44.1858333,-88.4625,180
34.0122222,-117.6880556,180
46.405029,-79.46609,5
46.405029,-79.46609,5
40.7141667,-74.0063889,10800
37.003111,-88.234475,420
47.6063889,-122.3308333,600
47.5288889,-121.8241667,1200
37.6938889,-85.8591667,240
28.0391667,-81.95,2
37.9513889,-91.7711111,300
45.6388889,-122.6602778,180
34.7391667,-112.0091667,180
43.0247222,-83.0777778,300
35.5277778,-82.9597222,300
32.7444444,-117.2611111,5400
47.1041667,-122.4333333,180
41.6005556,-93.6088889,180
42.4566667,-83.9463889,300
37.1305556,-121.6533333,1
45.1402778,-89.1522222,20
38.9516667,-92.3338889,60
40.8616667,-80.2866667,180
35.9819444,-87.1213889,90
40.7072222,-73.6763889,120
38.5969444,-90.5091667,600
42.6388889,-83.2911111,1200
30.7619444,-86.5705556,600
44.7630556,-85.6205556,300
34.5958333,-92.4888889,120
38.4783333,-82.6380556,900
33.179285,-117.023606,120
35.9605556,-83.9208333,3600
38.2544444,-104.6086111,60
45.5061111,-91.7380556,420
38.907231,-77.036464,2
41.3405556,-87.6213889,60
39.0169444,-94.2813889,180
42.2711111,-89.0938889,180
41.3405556,-87.6213889,240
41.5894444,-88.0577778,30
43.681611,-80.027781,30
38.8338889,-104.8208333,180
32.7947222,-116.9616667,600
38.5925,-90.5869444,600
39.7136111,-82.5994444,900
34.6991667,-86.7483333,3600
36.5569444,-89.9663889,45
42.9763889,-88.1083333,60
47.1555556,-122.4327778,900
37.7477778,-84.2947222,1800
41.85,-87.65,1200
39.8855556,-104.9866667,120
33.9163889,-118.3516667,180
42.6727778,-88.5444444,600
47.885,-120.1572222,6
41.5380556,-72.8075,120
33.5016667,-81.9652778,120
38.7838889,-90.4811111,600
33.179285,-117.023606,120
42.6791667,-82.6538889,480
40.265368,-76.708303,600
37.4136111,-79.1425,240
42.8947222,-70.8716667,45
40.8,-96.6666667,120
40.8,-96.6666667,120
42.0255556,-88.1783333,20
47.322516,-122.320609,2700
40.7569444,-72.9397222,300
36.3647222,-93.5677778,45
27.4986111,-82.575,300
39.5236111,-87.125,1800
34.5958333,-92.4888889,180
39.1619444,-84.4569444,900
35.3858333,-94.3983333,180
35.233971,-92.387655,90
39.6136111,-86.1066667,1800
34.7302778,-86.5861111,4500
38.2541667,-85.7594444,60
41.5622222,-72.6511111,420
40.1933333,-85.3863889,180
40.1933333,-85.3863889,240
41.375,-81.9083333,70
41.2586111,-95.9375,600
43.6227778,-87.7944444,300
41.9583333,-70.6677778,60
36.5816667,-86.5163889,60
36.5816667,-86.5163889,60
46.2852778,-95.8705556,2700
47.2358333,-122.5491667,300
41.7,-71.4166667,1200
53.520232,-6.085078,600
40.1538889,-79.7413889,20
40.0638889,-80.7211111,300
45.7833333,-108.5,3600
43.0125,-83.6875,300
46.1469444,-122.9072222,120
42.5936111,-83.5994444,120
48.2325,-101.2958333,60
38.4088889,-121.3705556,10
40.5866667,-122.3905556,4
43.7291667,-87.8105556,60
44.7319444,-93.2175,180
42.3313889,-83.0458333,3600
47.9791667,-122.2008333,120
43.0125,-83.6875,1200
47.9505556,-124.3841667,180
39.7561111,-99.3236111,180
39.0094444,-98.3938889,300
38.7627778,-93.7358333,600
41.1280556,-101.7191667,300
44.6369444,-124.0522222,300
39.7686111,-94.8463889,1200
48.7597222,-122.4869444,60
41.2230556,-111.9730556,600
42.0372222,-88.2811111,900
40.7258333,-73.5147222,300
42.314321,-71.570637,300
43.1547222,-77.6158333,1800
43.6922222,-116.4925,120
48.0905556,-105.64,180
45.5230556,-122.9886111,480
40.2736111,-76.8847222,180
40.8666667,-124.0816667,300
41.3186111,-87.2002778,1800
46.1383333,-122.9369444,1800
36.6083333,-83.7166667,300
44.9483333,-93.3477778,240
42.751454,-83.741163,240
38.7627778,-93.7358333,1200
42.7244444,-83.0361111,300
41.5580556,-73.0519444,300
48.7597222,-122.4869444,180
41.5580556,-73.0519444,900
48.0905556,-105.64,600
41.0525,-80.6080556,30
44.4161111,-118.9519444,120
33.7358333,-118.2913889,1200
43.1380556,-75.5711111,600
40.8694444,-84.5841667,180
39.6291667,-75.6586111,120
41.9994444,-88.145,60
47.0344444,-122.8219444,1800
41.3205556,-73.0894444,180
29.651634,-82.324826,60
39.9241667,-83.8088889,3600
40.9730556,-117.7347222,3600
47.1041667,-122.4333333,60
39.9522222,-75.1641667,120
27.8002778,-97.3961111,1200
41.4994444,-81.6955556,120
38.3363889,-75.0852778,20
37.2152778,-93.2980556,900
37.6841667,-77.8855556,180
39.1433333,-77.2016667,480
34.0230556,-84.3616667,180
39.0997222,-94.5783333,60
35.1894444,-114.0522222,1200
41.2586111,-95.9375,120
20.8783333,-156.6825,60
36.175,-115.1363889,45
40.9113889,-73.7827778,300
46.7630556,-68.4763889,600
33.9938889,-96.3705556,2
28.1486111,-80.5886111,120
34.09,-117.8894444,1200
42.0883333,-87.9805556,300
33.9294444,-116.9763889,30
40.057838,-74.137183,360
36.0525,-95.7905556,900
35.47,-95.5227778,7200
37.738056,-92.117222,180
29.3011111,-94.7975,300
42.0427778,-88.0797222,3600
41.3908333,-72.86,180
42.7675,-78.7441667,120
44.433333,-81.383333,60
47.6063889,-122.3308333,1800
39.8016667,-89.6436111,60
40.4463889,-74.1786111,120
33.7591667,-118.0058333,300
38.895,-77.0366667,5.5
40.1005556,-74.8522222,180
30.505,-97.82,300
38.8113889,-89.9530556,60
26.580582,-80.05125,900
44.0463889,-123.0208333,120
28.5555556,-82.4505556,240
34.2783333,-119.2922222,900
41.5061111,-87.6355556,1800
32.7833333,-96.8,300
32.7833333,-96.8,300
40.5983333,-76.0936111,240
41.0127778,-81.6052778,60
39.9205556,-105.0861111,120
33.8936111,-117.7263889,10
26.2708333,-80.2708333,600
28.9002778,-81.2638889,1800
42.1291667,-80.0852778,600
34.7136111,-77.2455556,60
41.6483333,-70.4816667,120
43.6122222,-116.3905556,30
39.6294444,-79.9561111,180
35.7477778,-95.3694444,5400
39.6836111,-75.75,120
41.0036111,-80.3472222,1800
27.273049,-80.358226,20
37.2152778,-93.2980556,1200
40.376177,-104.721973,300
40.438992,-79.893512,300
38.9536111,-94.7333333,7
26.1336111,-80.1133333,20
28.0219444,-81.7330556,300
47.1855556,-122.2916667,10800
35.4975,-97.2686111,120
41.7858333,-88.1472222,240
27.8769444,-97.3236111,2
40.2452778,-75.65,300
47.1041667,-122.4333333,180
46.3775,-120.3075,2100
36.1538889,-95.9925,240
40.2452778,-75.65,180
29.6708333,-83.3877778,240
29.6708333,-83.3877778,240
48.1988889,-122.1238889,7200
41.1016667,-80.7647222,2400
47.7625,-122.2041667,1800
36.0525,-95.7905556,120
42.8863889,-78.8786111,3600
41.85,-87.65,300
41.85,-87.65,480
29.2105556,-81.0230556,1800
46.7833333,-92.1063889,1800
36.2944444,-76.2513889,8
35.0525,-78.8786111,90
47.0530556,-122.2930556,900
29.7630556,-95.3630556,600
41.0025,-78.4627778,3600
38.910841,-94.382172,480
38.228,-85.663722,300
48.4213889,-122.3327778,3600
41.7244444,-81.2458333,600
41.1544444,-96.0419444,2700
47.4830556,-122.2158333,1200
36.3319444,-94.1183333,120
38.5052778,-122.4691667,2400
36.1397222,-96.1086111,3600
47.6063889,-122.3308333,1800
47.6063889,-122.3308333,1200
47.2530556,-122.4430556,3600
39.0483333,-95.6777778,7200
36.1538889,-95.9925,180
42.1933333,-84.3911111,420
46.1652778,-123.9225,180
41.1413889,-73.3583333,600
30.5425,-97.5463889,30
43.1547222,-77.6158333,300
42.670782,-83.032993,180
47.1055556,-122.0444444,120
38.2541667,-85.7594444,30
46.7833333,-92.1063889,120
47.2044444,-121.9902778,900
47.4830556,-122.2158333,600
46.6022222,-120.5047222,300
38.1216667,-86.5177778,90
40.7519444,-80.3194444,45
47.4066667,-122.0375,120
34.1477778,-118.1436111,60
34.1477778,-118.1436111,60
41.859497,-80.953983,240
38.9783333,-76.4925,360
43.6136111,-116.2025,3600
45.6797222,-111.0377778,900
47.5675,-122.6313889,1800
47.5675,-122.6313889,40
26.3180556,-80.1,180
36.3955556,-97.8780556,1200
47.2044444,-121.9902778,300
40.7258333,-73.5147222,600
46.1383333,-122.9369444,300
38.2541667,-85.7594444,600
47.5730556,-117.6811111,300
35.3394444,-97.4863889,120
46.5297222,-122.4838889,1800
47.1027778,-122.8813889,2700
46.4916667,-124.0488889,180
46.7630556,-68.4763889,180
27.3361111,-82.5308333,120
48.50389,-122.23611,300
39.8016667,-89.6436111,120
42.4775,-83.0277778,120
36.7625,-80.735,120
40.5852778,-105.0838889,60
47.5302778,-122.0313889,120
35.4675,-97.5161111,120
47.6063889,-122.3308333,120
41.7605556,-88.32,120
47.8211111,-122.3138889,7200
45.0105556,-93.4552778,1800
38.7627778,-93.7358333,120
47.3858333,-122.8263889,180
45.6388889,-122.6602778,120
47.2516667,-122.6277778,180
27.273049,-80.358226,1200
47.6063889,-122.3308333,300
47.2152778,-123.0994444,60
44.0463889,-123.0208333,300
41.4666667,-86.4830556,10800
41.2375,-80.8186111,900
42.4375,-122.8577778,300
38.7891667,-90.3225,120
40.89533,-83.888829,40
40.3355556,-75.9272222,300
47.7625,-122.2041667,360
33.5205556,-86.8025,540
47.9791667,-122.2008333,300
28.2916667,-81.4077778,180
37.9886111,-84.4777778,120
28.2438889,-82.7194444,900
43.6613889,-70.2558333,120
38.907231,-77.036464,900
29.1758333,-80.9830556,60
46.4166667,-117.0166667,240
46.521858,-84.34609,240
44.189978,-103.34384,15
41.2380556,-85.8530556,2700
32.5883333,-96.9558333,600
3.509247,101.524805,120
30.3319444,-81.6558333,600
50.7,-119.283333,20
41.595,-72.6458333,600
41.995,-88.1855556,600
47.5675,-122.6313889,60
41.2916667,-72.3766667,60
36.0525,-95.7905556,14400
40.0063889,-75.7036111,300
42.2711111,-89.0938889,1800
42.3583333,-71.0602778,30
43.6613889,-70.2558333,120
36.1538889,-95.9925,1200
40.7583333,-74.9797222,180
40.7583333,-74.9797222,180
33.7877778,-117.8522222,180
42.6402778,-87.9102778,120
40.7583333,-74.9797222,600
41.85,-87.65,180
40.2883333,-75.2094444,300
39.4486111,-76.4180556,300
33.5602778,-81.7197222,60
35.7913889,-78.7813889,60
39.7391667,-104.9841667,300
32.562928,-93.515174,900
48.0097222,-122.5247222,900
42.976757,-70.765607,7200
43.0813889,-88.9116667,420
29.5847222,-81.2080556,1800
27.2936111,-80.3505556,1200
32.7188889,-102.6444444,120
38.7838889,-90.4811111,600
27.1972222,-80.2530556,300
34.2255556,-77.945,300
26.1416667,-81.795,180
40.6883333,-75.2211111,180
42.1180556,-88.0961111,45
34.0522222,-118.2427778,600
33.4222222,-111.8219444,1800
41.4858333,-73.0511111,45
41.1238889,-100.765,7200
40.85,-78.2708333,5400
39.1366667,-77.715,30
27.8161111,-80.4708333,600
36.09986,-80.244216,600
40.2883333,-75.2094444,1800
42.9763889,-88.1083333,60
27.8425,-82.6997222,240
28.7027778,-81.3386111,60
38.8466667,-91.9477778,240
41.75,-87.8041667,600
39.9205556,-105.0861111,600
39.4580556,-104.8955556,1200
35.9938889,-78.8988889,180
40.3133333,-88.9736111,600
42.6072222,-83.9294444,180
40.8,-96.6666667,1800
43.9727778,-74.4213889,600
34.9569444,-92.4272222,1200
37.6391667,-120.9958333,900
35.3394444,-97.4863889,120
38.9480556,-81.7611111,300
39.8016667,-89.6436111,420
38.7691667,-94.6561111,180
41.5733333,-87.7844444,300
39.8380556,-75.1530556,900
39.7294444,-104.8313889,180
42.9033333,-78.755,180
39.7555556,-105.2205556,300
46.1852778,-123.5847222,120
36.6102778,-88.3147222,600
39.8366667,-105.0366667,150
42.7741667,-73.7005556,120
40.7875,-82.7366667,420
43.8013889,-91.2394444,600
45.3575,-122.6055556,600
40.4405556,-79.9961111,300
39.8366667,-105.0366667,240
33.4936111,-117.1475,10
40.1983333,-83.0102778,120
40.7536111,-86.0688889,900
26.5216667,-82.1894444,2760
44.98,-93.2636111,300
37.2152778,-93.2980556,30
43.6136111,-116.2025,60
42.8863889,-78.8786111,3600
41.85,-87.65,180
40.6813889,-73.4002778,10
44.8041667,-93.1666667,240
38.324512,-85.873578,180
41.1305556,-85.1288889,300
32.8233333,-97.1702778,720
40.4675,-83.875278,720
47.9447222,-122.3033333,1200
41.4858333,-73.0511111,60
41.1238889,-100.765,3600
37.2202778,-77.2883333,20
42.7261111,-87.7827778,180
37.7477778,-84.2947222,180
37.9747222,-122.5605556,600
44.7980556,-93.5266667,300
44.7980556,-93.5266667,300
40.3272222,-76.0113889,600
40.8261111,-73.5025,15
40.0394444,-84.2033333,120
40.2455556,-74.8463889,180
47.3075,-122.2272222,60
37.0511111,-122.0136111,300
30.1577778,-95.4891667,300
47.3075,-122.2272222,2400
30.332184,-81.655651,600
45.0680556,-122.7988889,900
35.0886111,-92.4419444,300
44.699827,-80.002503,65
28.7027778,-81.3386111,120
41.5833333,-87.5,600
47.6063889,-122.3308333,600
45.802758,-66.620402,120
35.3858333,-98.9877778,120
36.1083333,-91.0972222,240
42.8863889,-78.8786111,120
42.3222222,-83.1763889,900
42.3222222,-83.1763889,900
19.490278,-155.102778,300
38.4088889,-121.3705556,60
40.9294444,-100.1602778,1800
28.1875,-82.7397222,180
40.6805556,-73.4747222,30
44.98,-93.2636111,20
40.9469444,-73.03,120
19.555833,-155.108056,120
43.5172222,-70.3780556,600
47.1855556,-122.2916667,900
47.4830556,-122.2158333,3600
27.8658333,-82.3266667,300
47.9130556,-122.0969444,600
35.5227778,-97.3769444,60
42.1583333,-83.5580556,1200
40.8,-96.6666667,240
37.320722,-119.565078,180
45.7761111,-111.1761111,300
39.7391667,-104.9841667,300
40.7258333,-73.5147222,1800
36.5816667,-86.5163889,1200
47.08,-122.0502778,420
41.1016667,-80.7647222,3600
39.863702,-105.122972,300
41.85,-87.65,120
47.9791667,-122.2008333,120
47.9791667,-122.2008333,180
41.1411111,-73.2641667,120
47.1052778,-104.7119444,60
38.910841,-94.382172,900
47.8211111,-122.3138889,180
25.7738889,-80.1938889,900
43.5408333,-116.5625,180
47.1041667,-122.4333333,300
48.4111111,-114.3366667,3600
43.3033333,-91.7855556,30
47.6816667,-122.2075,300
40.6641667,-73.7088889,20
26.9338889,-80.0944444,120
48.7597222,-122.4869444,600
43.6136111,-116.2025,300
47.5675,-122.6313889,600
47.5675,-122.6313889,420
42.5916667,-88.4333333,20
26.9758333,-82.0908333,180
38.907231,-77.036464,5
40.5866667,-122.3905556,60
40.7141667,-74.0063889,60
43.6425,-118.6275,60
39.9522222,-75.1641667,300
47.2530556,-122.4430556,120
35.385924,-94.398547,300
33.898889,-117.276389,300
61.1308333,-146.3483333,1020
34.835777,-114.58498,600
44.7538889,-108.7566667,60
37.8,-97.3180556,10
44.7538889,-108.7566667,30
49.783333,-92.833333,30
37.9577778,-121.2897222,10800
32.2986111,-90.1847222,900
44.152565,-71.679528,480
40.6083333,-75.4905556,120
21.9711111,-159.715,600
27.9472222,-82.4586111,1200
39.0397222,-90.1405556,3600
41.2794444,-72.5988889,1800
41.29,-73.9208333,480
37.865101,-119.538329,600
52.416667,-1.55,180
40.7683333,-73.7775,300
43.2127778,-75.4561111,900
40.3977778,-105.0744444,60
33.953349,-117.396156,240
41.8852778,-86.5894444,180
47.9130556,-122.0969444,30
44.7341667,-122.1486111,30
39.12,-90.3283333,3
39.9516667,-79.2716667,120
41.1544444,-96.0419444,360
38.410415,-96.169012,1200
37.9722222,-81.1488889,2631600
51.514125,-0.093689,90
42.1013889,-72.5902778,40
39.9258333,-75.12,120
40.4777778,-77.1308333,120
40.6277778,-96.9611111,600
43.9827778,-124.0986111,10800
-39.035173,177.418031,30
43.620447,-70.734287,60
38.6366667,-90.0255556,2
47.848619,-92.338842,37800
42.371688,-88.090081,10
47.882046,-90.887489,600
26.925,-82.3522222,3600
41.6916667,-94.3627778,15
43.6613889,-70.2558333,1500
47.8525,-92.6894444,480
40.155,-75.8902778,1800
36.5133333,-75.9194444,1800
40.7933333,-77.8602778,300
36.8527778,-75.9783333,1200
38.9783333,-76.4925,60
38.948959,-83.405746,1800
41.85,-87.65,600
46.9752778,-123.8641667,600
52.664913,-1.034894,300
47.6063889,-122.3308333,4
38.974835,-74.833502,60
40.6677778,-75.6075,5
32.7152778,-117.1563889,180
35.1894444,-114.0522222,120
44.5647222,-123.2608333,2
29.7630556,-95.3630556,1500
41.1108333,-112.0252778,180
41.9438889,-85.6325,60
-33.932104,18.860152,5
32.7947222,-116.9616667,3600
37.3394444,-121.8938889,1200
55.712622,21.135219,6
33.7877778,-117.8522222,2
43.683333,-79.766667,15
36.175,-115.1363889,180
43.6613889,-70.2558333,2.5
40.0680556,-82.5197222,120
47.6063889,-122.3308333,1800
43.166667,-79.233333,6
36.9752778,-121.9522222,2
33.4472222,-84.1469444,120
39.0997222,-94.5783333,60
46.800569,-122.017018,120
29.532418,-98.280236,90
42.4405556,-76.4969444,600
41.3252778,-72.1936111,45
24.2075,55.744722,300
36.0458333,-108.9655556,50
34.09,-117.8894444,300
37.9966667,-88.92,120
38.111526,-88.970108,180
34.8027778,-86.9716667,120
41.8083333,-71.3375,10
44.5338889,-70.4563889,2700
39.6605556,-95.5261111,420
42.0188889,-87.8027778,5
41.6030556,-93.7238889,180
43.866667,-79.033333,20
39.4736111,-118.7763889,300
34.8697222,-111.7602778,120
35.3733333,-119.0177778,60
29.4238889,-98.4933333,3
51.985103,5.89873,120
40.6358333,-78.2961111,30
36.7477778,-119.7713889,2700
30.1763889,-85.8055556,1800
37.7780556,-81.1883333,30
35.1980556,-111.6505556,60
39.535,-119.7516667,360
30.0797222,-95.4169444,420
34.09,-117.8894444,600
43.166667,-79.233333,600
37.5019444,-79.1280556,2100
39.0991667,-76.8486111,600
35.901025,-94.37707,600
30.925,-88.59,5
-27.47101,153.024292,120
45.7761111,-111.1761111,30
29.8311111,-92.3,24
39.3508333,-101.7097222,900
27.4952778,-81.4411111,600
28.835,-95.6644444,8
28.835,-95.6644444,10
38.4405556,-122.7133333,30
48.7597222,-122.4869444,15
44.7630556,-85.6205556,120
46.827648,18.293447,600
43.5555556,-73.4041667,900
41.0333333,-74.6388889,10800
44.0716667,-88.2988889,180
48.4,-89.233333,420
38.0280556,-121.8836111,1800
42.2708333,-83.7263889,30
40.9644444,-76.8847222,10
32.2216667,-110.9258333,180
34.7997222,-87.6772222,180
32.2216667,-110.9258333,900
33.827395,-78.642792,15
38.5611111,-94.1911111,10
40.5725,-111.859722,15
41.9833333,-71.3333333,1200
41.85,-87.65,300
40.1302778,-111.5777778,20
52.355518,-1.17432,1
41.2052778,-96.0422222,600
49.3,-124.316667,600
39.6136111,-86.1066667,120
27.4986111,-82.575,900
35.1677778,-114.5722222,4
34.0522222,-118.2427778,3600
40.7141667,-74.0063889,60
33.6305556,-112.3325,10
36.8688889,-94.3677778,360
43.958333,-78.959722,90
51.514125,-0.093689,3600
38.0672222,-117.2291667,3600
42.7919444,-83.6277778,10
42.7325,-84.5555556,180
41.5430556,-82.7491667,600
37.7058333,-122.4608333,2
43.5072222,-86.3475,300
42.3086111,-83.4822222,120
42.7044444,-73.9119444,900
42.9261111,-89.3844444,5
35.47,-95.5227778,60
42.6583333,-83.15,300
41.5119444,-87.9655556,1200
33.9963889,-96.2297222,120
37.925,-75.6647222,120
38.4783333,-82.6380556,300
41.3455556,-88.8425,300
39.6363889,-74.8027778,300
33.9608333,-83.3780556,300
43.3380556,-89.0152778,300
31.0980556,-97.3425,30
42.0111111,-87.8405556,1320
41.2402778,-75.945,180
42.9994444,-83.6163889,900
34.4438889,-116.9669444,6
39.1638889,-119.7663889,5
43.0125,-83.6875,60
34.033344,-118.037011,60
47.3811111,-122.2336111,120
40.5866667,-122.3905556,180
41.7075,-86.895,7200
45.8641667,-122.8052778,600
30.505,-97.82,120
38.9536111,-94.7333333,120
48.7597222,-122.4869444,2
39.6375,-106.0613889,600
32.5041667,-94.5738889,25
52.583333,-0.25,45
45.0025,-101.2330556,1800
50.716667,-1.883333,300
25.7738889,-80.1938889,360
36.4586111,-83.8719444,45
47.9791667,-122.2008333,240
45.0483333,-122.9572222,300
36.5297222,-87.3594444,300
40.376177,-104.721973,15
28.2916667,-81.4077778,60
28.2916667,-81.4077778,60
35.6225,-117.67,30
38.539556,-75.055181,120
40.4063889,-75.5022222,180
37.6841667,-77.8855556,7
39.0347222,-87.1658333,240
42.1816667,-88.3302778,120
42.7005556,-74.9247222,5
32.7252778,-97.3205556,120
36.0725,-79.7922222,15
45.5236111,-122.675,300
40.6547222,-73.6722222,120
43.5977778,-84.7675,300
41.6619444,-86.1586111,90
36.7477778,-119.7713889,1200
40.1738889,-80.2463889,7200
30.2669444,-97.7427778,180
40.7355556,-74.1727778,180
38.584329,-108.073096,240
47.2530556,-122.4430556,60
33.7838889,-116.9577778,540
42.4091667,-82.8919444,5
37.2152778,-93.2980556,60
34.3991667,-118.9172222,2
42.0144444,-86.5194444,60
41.1702778,-76.8772222,10
40.433284,-111.750763,15
40.6905556,-76.2625,90
41.85,-87.65,5
33.5508333,-79.0416667,1800
33.4483333,-112.0733333,180
46.9416667,-68.1211111,420
30.155,-95.2111111,20
30.4380556,-84.2808333,5
43.6630556,-116.6863889,180
47.2530556,-122.4430556,300
34.2255556,-77.945,310
37.81724,-96.862252,1200
-37.813938,144.963425,600
33.9533333,-117.3952778,120
37.6194444,-84.5780556,1800
38.3980556,-85.755,180
35.022485,-114.58927,600
47.4705556,-122.3455556,120
41.4294444,-88.2286111,30
41.85,-87.65,240
39.7377778,-76.7016667,300
43.532411,-76.166858,1500
37.8280556,-92.1775,20
47.4705556,-122.3455556,300
45.1872222,-87.1208333,300
39.97117,-74.339282,120
47.8108333,-122.3761111,120
39.2902778,-84.5041667,180
42.033436,-70.095302,120
41.6819444,-85.9766667,40
